stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
23106,23106,1st St. at D St. WB,,38.5417544144747,-121.74213459251,0,1
23178,23178,F St. at 5th St.,,38.5474749189811,-121.741067916046,0,1
23183,23183,F St. at Covell NB,,38.5601164003266,-121.744768082726,0,1
23151,23151,E. Covell at J EB,,38.5605307555515,-121.738076909666,0,1
23154,23154,E. Covell at Poleline EB,Nugget Market,38.5622272528545,-121.732137157448,0,1
23199,23199,Loyola at Regis West,Loyola at Regis,38.5575628910996,-121.726515247018,0,1
23214,23214,Tulip at Cascade NB,Tulip at Cascade (Loyola),38.5580996114887,-121.717226676049,0,1
23213,23213,Tulip at Blackburn,,38.5604972279368,-121.717529846283,0,1
23205,23205,Monarch at Covell NB,Monarch at Covell,38.5634691157024,-121.714537841948,0,1
23120,23120,Alhambra at San Miguel,,38.5624176897059,-121.709561002824,0,1
23119,23119,Alhambra at Loyola SB,,38.5600439345863,-121.708937389191,0,1
23101,23101,West at North NB,West at North,38.6801319594474,-121.783940077415,0,1
23100,23100,West at Clover NB,West at Clover,38.6827868510736,-121.783918620326,0,1
23019,23019,W. Beamer at West WB,W. Beamer at West,38.6848351074289,-121.784467923993,0,1
23013,23013,W. Beamer at Mariposa WB,W. Beamer at Mariposa,38.6848712860509,-121.789883445756,0,1
23022,23022,Cottonwood at W Beamer SB,Peterson Clinic,38.6845413705067,-121.793257818181,0,1
23024,23024,Cottonwood at Buckeye SB,,38.6831720953032,-121.793252453909,0,1
23026,23026,Cottonwood at Riverside SB,Cottonwood at Riverside,38.6802952758133,-121.793300732359,0,1
23034,23034,Cottonwood at W. Main SB,,38.6779627477552,-121.79332755372,0,1
23032,23032,Cottonwood at W. Lincoln SB,,38.6756992291717,-121.793401990249,0,1
23028,23028,Cottonwood at W. Cross SB,,38.6718400234372,-121.793440203436,0,1
23036,23036,Cottonwood at W. Southwood SB,,38.6689753132218,-121.793440203436,0,1
23030,23030,Cottonwood at W. Gibson SB,,38.6641868193871,-121.793479434972,0,1
23052,23052,W. Gibson at Amherst EB,W. Gibson at Amherst,38.6629871119748,-121.790882891106,0,1
23059,23059,W. Gibson at Midway EB,W. Gibson at Midway,38.6629521015746,-121.786703044301,0,1
23065,23065,Gibson at West,,38.6629397810582,-121.784396040552,0,1
23060,23060,Gibson at Spruce,,38.6628936412779,-121.778413980378,0,1
23054,23054,Gibson at College EB,,38.6628610668849,-121.775285304686,0,1
23112,23112,Alhambra at Atlantis,,38.5580711697382,-121.699003827512,0,1
23118,23118,Alhambra at 5th St. WB,,38.5581570004318,-121.705630225279,0,1
23215,23215,Alhambra at Loyola NB,,38.560408715034,-121.70897225791,0,1
23117,23117,Alhambra at Covell,,38.5635978617428,-121.709402752483,0,1
23204,23204,Monarch at Campbell SB,Monarch at Campbell,38.562680478428,-121.714540585469,0,1
23212,23212,Tulip at Blackburn SB,Tulip at Blackburn,38.5600063836578,-121.717511070818,0,1
23217,23217,Loyola at Tulip,,38.557868719215,-121.717713603487,0,1
23198,23198,Loyola at Whittier Dr,,38.5576122316977,-121.727211266407,0,1
23371,23371,Poleline at Chestnut NB,Poleline at Chestnut,38.5598146490467,-121.73042706669,0,1
23206,23206,Poleline at Covell,,38.5620337253616,-121.731054539916,0,1
23152,23152,E. Covell at J WB,,38.5606890058928,-121.738409503604,0,1
23184,23184,F St. at Covell SB,,38.5601610053631,-121.744928516221,0,1
23179,23179,F St. at 6th St. SB,F St. at 6th St.,38.5483924179311,-121.741418942298,0,1
23405,23405,L St. at 13th St.,,38.5767795787322,-121.489243000105,0,1
23404,23404,L St. at 11th St.,,38.5779382930957,-121.493651210883,0,1
23144,23144,B at 4th NB,Central Park,38.5450265207622,-121.744928055363,0,1
23532,23532,Q St. at 5th St.,,38.5741942833789,-121.503025167928,0,1
23533,23533,Q St. at 7th St.,,38.5734847568883,-121.500322688983,0,1
883,883,T Street & 45th (WB),,38.560415420557,-121.466226963176,0,1
3718,3718,Stockton Blvd & Colonial Way (SB),,38.5552481445818,-121.458464649824,0,1
23157,23157,W. Covell at Shasta WB,W. Covell at Shasta,38.5610387443365,-121.773006962064,0,1
23191,23191,Lake at W. Covell SB,Lake at W. Covell,38.5605152001858,-121.786239744916,0,1
23139,23139,Arlington at Lake EB,Arlington at Lake,38.5550313880541,-121.786881478899,0,1
23140,23140,Arlington at Shasta EB,,38.5534394150808,-121.781348305908,0,1
23376,23376,Calaveras at Arlington EB,Calaveras at Arlington,38.5505927345522,-121.778250156856,0,1
23373,23373,Eisenhower at Amador SB,Eisenhower at Amador,38.5491344990104,-121.776160956229,0,1
23143,23143,Arthur at Alameda SB,Arthur at Alameda,38.5477905540256,-121.770677695881,0,1
23384,23384,L St. at 4th St.,,38.5802087831622,-121.502202093732,0,1
23035,23035,Cottonwood at W. Main NB,,38.6779484854906,-121.793227153613,0,1
